Ground truth,Visualization,Color image,mv_all_bg_label_disagrees,label_all_bg_pred_disagrees,label_all_bg_pred_agrees,strong_agreement,difficult_situations,lanes_swapped,crossing
data/bdd/bdd100k_dataset_321x185/val/labels/b7f1241e-1f691c01.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7f1241e-1f691c01.png,data/bdd/bdd100k_dataset_321x185/val/images/b7f1241e-1f691c01.png,0,0,0,1,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7f1241e-de8783e8.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7f1241e-de8783e8.png,data/bdd/bdd100k_dataset_321x185/val/images/b7f1241e-de8783e8.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7f136f3-1a77da25.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7f136f3-1a77da25.png,data/bdd/bdd100k_dataset_321x185/val/images/b7f136f3-1a77da25.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7f43f41-b1354d92.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7f43f41-b1354d92.png,data/bdd/bdd100k_dataset_321x185/val/images/b7f43f41-b1354d92.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b7f452e4-1e5669ab.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7f452e4-1e5669ab.png,data/bdd/bdd100k_dataset_321x185/val/images/b7f452e4-1e5669ab.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7f452e4-1e8b6f3a.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7f452e4-1e8b6f3a.png,data/bdd/bdd100k_dataset_321x185/val/images/b7f452e4-1e8b6f3a.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7f75fad-1c1c419b.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7f75fad-1c1c419b.png,data/bdd/bdd100k_dataset_321x185/val/images/b7f75fad-1c1c419b.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fbffdb-62f685ff.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fbffdb-62f685ff.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fbffdb-62f685ff.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fbffdb-7dd0268d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fbffdb-7dd0268d.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fbffdb-7dd0268d.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fbffdb-e6bc2ef1.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fbffdb-e6bc2ef1.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fbffdb-e6bc2ef1.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fc572c-6a4b1de5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fc572c-6a4b1de5.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fc572c-6a4b1de5.png,0,0,0,0,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fc572c-aff1b54d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fc572c-aff1b54d.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fc572c-aff1b54d.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fc572c-d84b9bc6.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fc572c-d84b9bc6.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fc572c-d84b9bc6.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fc572c-f8a3e313.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fc572c-f8a3e313.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fc572c-f8a3e313.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fc87bf-8ac3359e.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fc87bf-8ac3359e.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fc87bf-8ac3359e.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fcda2b-05f3fc09.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fcda2b-05f3fc09.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fcda2b-05f3fc09.png,0,0,0,1,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fcda2b-2e4d36ef.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fcda2b-2e4d36ef.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fcda2b-2e4d36ef.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd2970-d748193c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd2970-d748193c.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd2970-d748193c.png,0,0,0,0,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd2970-e46faf78.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd2970-e46faf78.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd2970-e46faf78.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd2c7d-1c250dfc.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd2c7d-1c250dfc.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd2c7d-1c250dfc.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd3f86-2750b2d7.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd3f86-2750b2d7.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd3f86-2750b2d7.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd3f86-3536dfed.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd3f86-3536dfed.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd3f86-3536dfed.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd3f86-4716e687.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd3f86-4716e687.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd3f86-4716e687.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd3f86-5366a23c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd3f86-5366a23c.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd3f86-5366a23c.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd3f86-ba8bf79c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd3f86-ba8bf79c.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd3f86-ba8bf79c.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fd3f86-c4f5da2e.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fd3f86-c4f5da2e.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fd3f86-c4f5da2e.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7fe6285-5f64b006.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7fe6285-5f64b006.png,data/bdd/bdd100k_dataset_321x185/val/images/b7fe6285-5f64b006.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b7ff9d09-5bef519f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b7ff9d09-5bef519f.png,data/bdd/bdd100k_dataset_321x185/val/images/b7ff9d09-5bef519f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b80018ef-3a620af0.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b80018ef-3a620af0.png,data/bdd/bdd100k_dataset_321x185/val/images/b80018ef-3a620af0.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8015ebc-0445a4e2.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8015ebc-0445a4e2.png,data/bdd/bdd100k_dataset_321x185/val/images/b8015ebc-0445a4e2.png,0,0,1,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8025b43-80a46fe5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8025b43-80a46fe5.png,data/bdd/bdd100k_dataset_321x185/val/images/b8025b43-80a46fe5.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8025b43-db6cdd13.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8025b43-db6cdd13.png,data/bdd/bdd100k_dataset_321x185/val/images/b8025b43-db6cdd13.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b8026c7f-d0cb54f3.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8026c7f-d0cb54f3.png,data/bdd/bdd100k_dataset_321x185/val/images/b8026c7f-d0cb54f3.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b803d91d-10ed2f67.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b803d91d-10ed2f67.png,data/bdd/bdd100k_dataset_321x185/val/images/b803d91d-10ed2f67.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b803d91d-17b149ce.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b803d91d-17b149ce.png,data/bdd/bdd100k_dataset_321x185/val/images/b803d91d-17b149ce.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b803d91d-64200a2d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b803d91d-64200a2d.png,data/bdd/bdd100k_dataset_321x185/val/images/b803d91d-64200a2d.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b803d91d-6687e7f0.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b803d91d-6687e7f0.png,data/bdd/bdd100k_dataset_321x185/val/images/b803d91d-6687e7f0.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b803d91d-671b8cff.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b803d91d-671b8cff.png,data/bdd/bdd100k_dataset_321x185/val/images/b803d91d-671b8cff.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b803d91d-e65a9c14.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b803d91d-e65a9c14.png,data/bdd/bdd100k_dataset_321x185/val/images/b803d91d-e65a9c14.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b803d91d-ff86709c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b803d91d-ff86709c.png,data/bdd/bdd100k_dataset_321x185/val/images/b803d91d-ff86709c.png,0,0,0,1,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b804f988-233a12a1.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b804f988-233a12a1.png,data/bdd/bdd100k_dataset_321x185/val/images/b804f988-233a12a1.png,0,0,1,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b804f988-6eff91ef.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b804f988-6eff91ef.png,data/bdd/bdd100k_dataset_321x185/val/images/b804f988-6eff91ef.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b804f988-eb510a9a.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b804f988-eb510a9a.png,data/bdd/bdd100k_dataset_321x185/val/images/b804f988-eb510a9a.png,0,0,0,0,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b8086e12-1f7655aa.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8086e12-1f7655aa.png,data/bdd/bdd100k_dataset_321x185/val/images/b8086e12-1f7655aa.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8086e12-68a9bab2.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8086e12-68a9bab2.png,data/bdd/bdd100k_dataset_321x185/val/images/b8086e12-68a9bab2.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8086e12-c35af994.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8086e12-c35af994.png,data/bdd/bdd100k_dataset_321x185/val/images/b8086e12-c35af994.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8086e12-d6b50340.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8086e12-d6b50340.png,data/bdd/bdd100k_dataset_321x185/val/images/b8086e12-d6b50340.png,0,1,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b80b91c9-527a346a.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b80b91c9-527a346a.png,data/bdd/bdd100k_dataset_321x185/val/images/b80b91c9-527a346a.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b80b91c9-9a644aba.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b80b91c9-9a644aba.png,data/bdd/bdd100k_dataset_321x185/val/images/b80b91c9-9a644aba.png,0,0,0,0,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b80ccebf-3de2a87d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b80ccebf-3de2a87d.png,data/bdd/bdd100k_dataset_321x185/val/images/b80ccebf-3de2a87d.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b80fb9b6-b12f0c90.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b80fb9b6-b12f0c90.png,data/bdd/bdd100k_dataset_321x185/val/images/b80fb9b6-b12f0c90.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8125aef-74d00aed.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8125aef-74d00aed.png,data/bdd/bdd100k_dataset_321x185/val/images/b8125aef-74d00aed.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b8125aef-ae843995.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8125aef-ae843995.png,data/bdd/bdd100k_dataset_321x185/val/images/b8125aef-ae843995.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b81771ca-32f6b949.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b81771ca-32f6b949.png,data/bdd/bdd100k_dataset_321x185/val/images/b81771ca-32f6b949.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b817df43-48a371e7.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b817df43-48a371e7.png,data/bdd/bdd100k_dataset_321x185/val/images/b817df43-48a371e7.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b818033e-1407617c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b818033e-1407617c.png,data/bdd/bdd100k_dataset_321x185/val/images/b818033e-1407617c.png,0,0,0,1,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b818033e-482dae8c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b818033e-482dae8c.png,data/bdd/bdd100k_dataset_321x185/val/images/b818033e-482dae8c.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b818033e-87034df2.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b818033e-87034df2.png,data/bdd/bdd100k_dataset_321x185/val/images/b818033e-87034df2.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b818033e-f4657ed3.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b818033e-f4657ed3.png,data/bdd/bdd100k_dataset_321x185/val/images/b818033e-f4657ed3.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b81b8523-024d30e0.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b81b8523-024d30e0.png,data/bdd/bdd100k_dataset_321x185/val/images/b81b8523-024d30e0.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b81b8523-57ccb331.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b81b8523-57ccb331.png,data/bdd/bdd100k_dataset_321x185/val/images/b81b8523-57ccb331.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b81b8523-9ca9cab9.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b81b8523-9ca9cab9.png,data/bdd/bdd100k_dataset_321x185/val/images/b81b8523-9ca9cab9.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b81c68cc-cdcfdff5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b81c68cc-cdcfdff5.png,data/bdd/bdd100k_dataset_321x185/val/images/b81c68cc-cdcfdff5.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b81d060a-b2203c99.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b81d060a-b2203c99.png,data/bdd/bdd100k_dataset_321x185/val/images/b81d060a-b2203c99.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b81d060a-fddedd4f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b81d060a-fddedd4f.png,data/bdd/bdd100k_dataset_321x185/val/images/b81d060a-fddedd4f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8201476-b9dba8dd.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8201476-b9dba8dd.png,data/bdd/bdd100k_dataset_321x185/val/images/b8201476-b9dba8dd.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b821ab2e-089c3379.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b821ab2e-089c3379.png,data/bdd/bdd100k_dataset_321x185/val/images/b821ab2e-089c3379.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b8222542-d055faeb.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8222542-d055faeb.png,data/bdd/bdd100k_dataset_321x185/val/images/b8222542-d055faeb.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82366c4-3fb8da58.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82366c4-3fb8da58.png,data/bdd/bdd100k_dataset_321x185/val/images/b82366c4-3fb8da58.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b825dfb7-442f3c75.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b825dfb7-442f3c75.png,data/bdd/bdd100k_dataset_321x185/val/images/b825dfb7-442f3c75.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82609d8-eef37c99.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82609d8-eef37c99.png,data/bdd/bdd100k_dataset_321x185/val/images/b82609d8-eef37c99.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82ad485-481e148c.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82ad485-481e148c.png,data/bdd/bdd100k_dataset_321x185/val/images/b82ad485-481e148c.png,0,0,0,0,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b82b19c9-17011ac5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82b19c9-17011ac5.png,data/bdd/bdd100k_dataset_321x185/val/images/b82b19c9-17011ac5.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82b19c9-929701e6.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82b19c9-929701e6.png,data/bdd/bdd100k_dataset_321x185/val/images/b82b19c9-929701e6.png,0,0,0,1,0,0,1
data/bdd/bdd100k_dataset_321x185/val/labels/b82cf799-a135768f.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82cf799-a135768f.png,data/bdd/bdd100k_dataset_321x185/val/images/b82cf799-a135768f.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82e22f1-40b5aa11.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82e22f1-40b5aa11.png,data/bdd/bdd100k_dataset_321x185/val/images/b82e22f1-40b5aa11.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82f7901-62715883.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82f7901-62715883.png,data/bdd/bdd100k_dataset_321x185/val/images/b82f7901-62715883.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82f7901-6d67cfe8.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82f7901-6d67cfe8.png,data/bdd/bdd100k_dataset_321x185/val/images/b82f7901-6d67cfe8.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82f91d7-7c84fdc5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82f91d7-7c84fdc5.png,data/bdd/bdd100k_dataset_321x185/val/images/b82f91d7-7c84fdc5.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82f91d7-808670c6.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82f91d7-808670c6.png,data/bdd/bdd100k_dataset_321x185/val/images/b82f91d7-808670c6.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82f91d7-a21bb033.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82f91d7-a21bb033.png,data/bdd/bdd100k_dataset_321x185/val/images/b82f91d7-a21bb033.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b82f91d7-bfddb3c7.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b82f91d7-bfddb3c7.png,data/bdd/bdd100k_dataset_321x185/val/images/b82f91d7-bfddb3c7.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b830e68f-29ab7518.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b830e68f-29ab7518.png,data/bdd/bdd100k_dataset_321x185/val/images/b830e68f-29ab7518.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b8322a8e-438f9ef0.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b8322a8e-438f9ef0.png,data/bdd/bdd100k_dataset_321x185/val/images/b8322a8e-438f9ef0.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b83235c2-32416553.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b83235c2-32416553.png,data/bdd/bdd100k_dataset_321x185/val/images/b83235c2-32416553.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b832508c-8f2be0ee.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b832508c-8f2be0ee.png,data/bdd/bdd100k_dataset_321x185/val/images/b832508c-8f2be0ee.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b832634b-1a0dc8b0.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b832634b-1a0dc8b0.png,data/bdd/bdd100k_dataset_321x185/val/images/b832634b-1a0dc8b0.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b832634b-be31b364.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b832634b-be31b364.png,data/bdd/bdd100k_dataset_321x185/val/images/b832634b-be31b364.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b834f9a4-5a72945a.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b834f9a4-5a72945a.png,data/bdd/bdd100k_dataset_321x185/val/images/b834f9a4-5a72945a.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b836b14a-fb13c905.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b836b14a-fb13c905.png,data/bdd/bdd100k_dataset_321x185/val/images/b836b14a-fb13c905.png,0,0,0,0,0,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b836ef61-1a8aa776.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b836ef61-1a8aa776.png,data/bdd/bdd100k_dataset_321x185/val/images/b836ef61-1a8aa776.png,0,0,0,0,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b83869a3-3023291d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b83869a3-3023291d.png,data/bdd/bdd100k_dataset_321x185/val/images/b83869a3-3023291d.png,0,0,0,0,0,1,0
data/bdd/bdd100k_dataset_321x185/val/labels/b83869a3-7fc42be5.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b83869a3-7fc42be5.png,data/bdd/bdd100k_dataset_321x185/val/images/b83869a3-7fc42be5.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b839982e-68902593.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b839982e-68902593.png,data/bdd/bdd100k_dataset_321x185/val/images/b839982e-68902593.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b83a044e-2926e767.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b83a044e-2926e767.png,data/bdd/bdd100k_dataset_321x185/val/images/b83a044e-2926e767.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b83a044e-9b529b91.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b83a044e-9b529b91.png,data/bdd/bdd100k_dataset_321x185/val/images/b83a044e-9b529b91.png,0,0,0,0,1,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b83b8572-29d97c92.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b83b8572-29d97c92.png,data/bdd/bdd100k_dataset_321x185/val/images/b83b8572-29d97c92.png,0,0,0,1,0,0,0
data/bdd/bdd100k_dataset_321x185/val/labels/b83d28bd-a9ab3f1d.png,data/bdd/bdd100k_dataset_321x185/output/majority_vote_results/visual/b83d28bd-a9ab3f1d.png,data/bdd/bdd100k_dataset_321x185/val/images/b83d28bd-a9ab3f1d.png,0,0,0,1,0,0,0
